keywords,year,_description,_title,_artists,_material,_dimensions,_inventory_number,_realyear,id
"Scen,svensk,man",1860,"Målningen föreställer ett rum i konstnärens bostad som låg i Arvfurstens palats på Gustav Adolfs torg i Stockholm. Bennet bytte bostad inom huset flera gånger genom åren. Det är en spännande blandning av möbler och konstverk från olika epoker som fyller våningen. Flera av målningarna som pryder väggarna i rummet är arbeten av konstnären själv. De framträder här som personliga minnen, men bidrar också– i såväl bilden som i det verkliga hemmet – till att framhålla hans konstnärsroll.","Interiör från konstnärens bostad i Arvfurstens palats, Stockholm","Carl Stefan Bennet","Olja på duk monterad på masonit","Mått 62 x 43 cm","NM 1332",1867,18335
"Scen,norsk,man",1860,,Konfrontation,"Carl Sundt-Hansen","Olja på duk","Mått 53 x 66 cm","NM 1336",1878,18339
"Religion/Mytologi,svensk,man",1860,,Amorin,"Julius Kronberg","Olja på duk","Mått 171 x 108 cm","NM 1337",1878,18340
"Landskap,svensk,man",1860,,"Vårlandskap. Motiv från Tullinge i Södermanland","Oscar Törnå","Olja på duk","Mått 115 x 145 cm","NM 1342",1879,18345
"Landskap,norsk,man",1860,"Hans Frederik Gude förknippas främst med mäktiga norska vyer från fjordar och fjäll. Ofta på stora dukar. Den här målningen utförde han förhållandevis sent i sitt yrkesliv. Storleken är ganska liten, men upplevelsen av vyns vidsträckthet är inte mindre för det. Det mest slående är ljuset – lika imponerande i sig själv som i hur Gude målat det och fått det att förenas med vattenytans skiftande rörelser.",Sandviksfjorden,"Hans Fredrik Gude","Olja på duk","Mått 54,5 x 81,5 cm","NM 1343",1879,18346
"Barn,dansk,kvinna",1880,,"Ung moder med sitt barn","Elisabeth Jerichau-Baumann","Olja på duk","Mått 101 x 74 cm","NM 1344",1880,18347
"Porträtt,svensk,man",1820,,"Tyske konstnären Franz Riepenhausen","Olof Johan Södermark","Olja på duk","Mått 68 x 56 cm","NM 1348",1828,18351
"Religion/Mytologi,holländsk,man",1620,"Petrus – Jesu lärjunge och Roms förste påve – vänder sig allvarligt mot oss.  Blicken tycks förmana oss att betänka våra handlingar och leva fromt. Nyckeln är Petrus symbol. Han var på 1600-talet en viktig symbol för påvedömet och den katolska kyrkan, men är ett relativt ovanligt motiv för Rembrandt. Denna rättframma avbildning är däremot typisk för konstnären, likaså ljusdunklet – där ansikte, hand och nyckel dramatiskt träder fram ur mörkret.","Aposteln Petrus","Rembrandt Harmensz. van Rijn","Olja på duk","Mått 82 x 62 cm","NM 1349",1632,18352
"Landskap,svensk,man",1760,,"Landskap med vattenfall och boskap","Elias Martin","Olja på duk","Mått 208 x 145 cm","NM 1351",1768,18354
"Religion/Mytologi,dansk,man",1880,,"Herdarnas tillbedjan","Carl Bloch","Olja på duk","Mått 82 x 106 cm","NM 1352",1882,18355
"Stadsbild,svensk,man",1860,,"Slottsbranden i Stockholm den 7 maj 1697","Johan Fredrik Höckert","Olja på duk","Mått 214 x 284 cm","NM 1355",1862,18358
"Landskap,dansk,man",1880,,"En kägelbana i Saebyskogen. Vårmorgon","Carl Fredrik Aagaard","Olja på duk","Mått 83 x 125 cm","NM 1358",1882,18361
"Scen,dansk,man",1880,,"Utanför Café A Porta, vid Kongens Nytorv, Köpenhamn","Vilhelm Rosenstand","Olja på duk","Mått 89 x 70 cm","NM 1359",1882,18362
"Scen,svensk,man",1880,"Scenen breder ut sig som ett panorama över ett snöigt fjällandskap. Ett ringlande led av trupper sträcker sig mot horisonten. Målningen har länge använts som illustration i svenska skolors historieböcker. Uniformerna är korrekt återgivna, men helheten är en fantasi. Karl XII:s lik fraktades i en kista på en vagn. Konstnären har kombinerat likfärden med den samtida historien om generalen Armfelts förödande återtåg över de jämtländska fjällen.","Karl XII:s likfärd","Gustaf Cederström","Olja på duk","Mått 265 x 371 cm","NM 1363",1884,18366
"Scen,svensk,man",1880,,Hemkomsten,"Ferdinand Fagerlin","Olja på duk","Mått 65 x 60 cm","NM 1364",1885,18367
"Porträtt,svensk,man",1880,,"En tecknare. Victor Andrén","Ivar Nyberg","Olja på papp","Mått 33 x 24 cm","NM 1368",1884,18371
"Stadsbild,svensk,man",1880,,"Inloppet till Stockholm","Axel Lindman","Olja på duk","Mått 59 x 81 cm","NM 1370",1885,18373
"Djur,svensk,man",1880,"Bruno Liljefors måleri byggde på djupa kunskaper om naturen – om såväl djuren som minsta del av deras livsmiljö. Vegetationen i Rävfamilj stämmer överens med det stadium ungarna befinner sig i. Någon gång under försommaren är de tillräckligt gamla för att äta fast föda istället för att dia. Vid samma tid blommar hundkex medan maskrosen blommat ut och bildat sin bollformade fröställning",Rävfamilj,"Bruno Liljefors","Olja på duk","Mått 112 x 218 cm","NM 1376",1886,18379
"Självporträtt,svensk,man",1780,,Självporträtt,"Pehr Hilleström d.ä.","Olja på duk","Mått 53 x 42 cm","NM 1378",1794,18381
"Landskap,svensk,man",1880,,"I stenbrottet. Motiv från Schweiz","Axel Jungstedt","Olja på duk","Mått 120 x 138 cm","NM 1380",1886,18383
"Religion/Mytologi,svensk,man",1880,,"David och Saul","Julius Kronberg","Olja på duk","Mått 298 x 220 cm","NM 1381",1885,18384
"Religion/Mytologi,svensk,man",1880,,"Religionssamtal mellan Olaus Petri och Peder Galle","Carl Gustaf Hellqvist","Olja på duk","Mått 169 x 255 cm","NM 1382",1883,18385
"Religion/Mytologi,svensk,man",1880,,"Den förlorade sonen","Georg von Rosen","Olja på duk","Mått 140 x 198 cm","NM 1383",1885,18386
"Scen,svensk,man",1880,,"Begravning i Alsike","Gustaf Cederström","Olja på duk","Mått 129 x 167 cm","NM 1384",1883,18387
"Porträtt,svensk,man",1820,,"Karolina Bygler. Bildhuggaren Johan Niclas Byströms modell","Olof Johan Södermark","Olja på duk","Mått 98 x 73 cm","NM 1385",1835,18388
"Stilleben,flamländsk,man,flamländsk,man",1640,"Blomstermålaren och jesuiten Daniel Seghers samarbetade med andra konstnärer. Här är det Erasmus Quellinus d.y. som först har målat stenreliefen med en byst av Jungfru Maria. Sedan lade Seghers till blomsterkransen. Quellinus lämnade vissa partier obemålade, men ibland är blommorna tillagda ovanpå kartuschen, exempelvis hyacinterna i övre delen av bilden. Många av blommorna är Mariasymboler, som rosor, citrus, aklejor, iris och nejlikor.","Blomsterprydd kartusch med Mariabyst","Daniel Seghers (Konstnär), Erasmus Quellinus d.y. (Konstnär)","Olja på koppar","Mått 88 x 61 cm","NM 1393",1650,18396
"Barn,svensk,man",1780,,"Konstnärens dotter Wilhelmina","Per Krafft d.ä.","Olja på duk. Oval","Mått 56 x 47 cm","NM 1395",1783,18398
"Porträtt,svensk,man",1880,,"Upptäcktsresanden A.E. Nordenskiöld","Georg von Rosen","Olja på duk","Mått 344 x 242 cm","NM 1396",1886,18399
"Landskap,svensk,man",1880,,"Vattenvegetation. Motiv från Östergötland","Johan Fredrik Krouthén","Olja på duk","Mått 132 x 196 cm","NM 1397",1885,18400
"Scen,norsk,man",1880,,Nocturne,"Eilif Peterssen","Olja på duk","Mått 200 x 251 cm","NM 1398",1887,18401
"Porträtt,svensk,man",1760,,"Friherre Carl Adam Wachtmeister","Alexander Roslin","Olja på duk monterad på masonit. Oval","Mått 64 x 53 cm","NM 1399",1767,18402
"Stilleben,fransk,man",1740,,"Stilleben med död fågel och jaktredskap","Guillaume Taraval","Olja på duk","Mått 56 x 67 cm","NM 1400",1744,18403
"Självporträtt,svensk,man",1760,,Självporträtt,"Pehr Hilleström d.ä.","Olja på duk","Mått 25 x 19,5 cm","NM 1401",1771,18404
"Stadsbild,svensk,man",1880,,"Canal Grande i Venedig","Carl Skånberg","Olja på duk","Mått 140 x 75 cm","NM 1402",1882,18405
"Stadsbild,svensk,man",1880,,"Venetiansk saluhall","Oscar Björck","Olja på duk","Mått 162 x 200 cm","NM 1405",1887,18408
"Landskap,svensk,man",1880,,Vårlandskap,"Alfred Thörne","Olja på duk","Mått 73 x 123 cm","NM 1406",1888,18409
"Djur,svensk,man",1660,"Att samla världen omkring sig var viktigt för furstar och stormän i 1600-talets Europa. Växter, djur och även människor från avlägsna kontinenter tog plats i deras palats som exempel på Guds märkliga skapelse. Här har den svenska hovmålaren porträtterat en ung afrikansk man omgiven av exotiska djur. Mannen är skildrad på gränsen mellan två världar: tillsammans med djuren hör han till det främmande och gåtfulla men med sina eleganta kläder och lediga gestik tar han plats i den svenska hovmiljön.","Ung man med papegojor och markattor","David Klöcker Ehrenstrahl","Olja på duk","Mått 144 x 120 cm","NM 1407",1670,18410
"Porträtt,flamländsk,man",1560,"Erik XIV var andra generationen av Vasaätten på den svenska tronen och den första som fick en furstlig uppfostran. Han var väl medveten om hur konsten kunde användas i kungamaktens tjänst. I porträtten visades furstens olika roller, exempelvis som befälhavare. Erik XIV:s rustning är inte bara krigsmateriel utan också konsthantverk av högsta klass. Kommandostaven i kungens hand och värjan vid hans sida antyder militära bragder.","Erik XIV","Domenicus Verwilt","Olja på ek","Mått 98 x 69 cm","NM 1410",1560,18413
"Landskap,holländsk,man",1640,,"Porträtt av stående ung herre i ett landskap","Isaack Luttichuys","Olja på ek","Mått 57,6 x 40 cm","NM 1412",1654,18415
"Porträtt,holländsk,man",1640,,"Porträtt av ung dam stående vid en balustrad","Isaack Luttichuys","Olja på ek","Mått 57,9 x 40 cm","NM 1413",1654,18416
"Stadsbild,svensk,man",1880,,"Utsikt över Riddarholmskanalen i Stockholm 1835","Gustaf Wilhelm Palm","Olja på duk","Mått 110 x 155 cm","NM 1414",1880,18417
"Scen,svensk,man",1880,"Motivet med den döende soldaten som får den sista smörjelsen låg nära tillhands för Nils Forsberg. Under det fransk-tyska kriget 1870–71 arbetade han som sjukvårdare. Modell till soldaten var en av alla skadade som Forsberg möte under belägringen av Paris. Scenen utspelas i kyrkan Notre Dame som fungerade som fältsjukhus. Målningen gjorde stor succé på Salongen i Paris 1888. Den gjorde Forsberg berömd. Grosshandlaren August Rhöss köpte målningen och lät den turnera Sverige runt till innan han skänkte den till Nationalmuseum 1889.","En hjältes död","Nils Forsberg","Olja på duk","Mått 300 x 450 cm","NM 1419",1888,18422
"Scen,svensk,man",1760,"Konstnären har själv beskrivit målningen: ”Tvänne Ebenister; den ena sågar de ornamenter, som den andre lägger in.” Ebenist betyder finsnickare. Elias Martin vistades under två längre perioder i England: 1768–1780, då han bland annat studerade vid Royal Academy i London, och 1789–1792. Förutom landskap och porträtt, tecknade och målade han då även genrebilder, bland annat från hantverksateljéer.",Ebenisterna,"Elias Martin","Olja på duk","Mått 53 x 43 cm","NM 1421",1768,18424
"Scen,svensk,man",1880,,"Middagsfodring i en ladugård","Oscar Björck","Olja på duk","Mått 105 x 142 cm","NM 1425",1890,18428
"Porträtt,svensk,man",1780,"Efter en mångårig vistelse i England hade Carl Fredric von Breda 1796 återvänt till Stockholm. Året därpå utförde han det här helfigursporträttet av Teresa Vandoni – en italiensk sångerska och skådespelerska som vid mitten av 1790-talet framträdde på Stockholms opera- och teaterscener.  I London hade von Breda tagit starka intryck av brittiska porträttmålare som Thomas Gainsborough. Efter hemkomsten kom dessa erfarenheter att prägla hans konstnärskap, och en viktig inspirationskälla för porträttet av Teresa Vandoni var sannolikt Gainsboroughs helfigursporträtt av engelska adelsdamer avbildade ute i det fria. 1798 visades porträttet på Konstakademiens utställning i Stockholm, och rönte genast uppskattning.  Med en liten hund på armen och en blomsterkrans i handen vandrar Vandoni genom ett vildvuxet parklandskap vid Bellevue, nära Brunnsviken i Stockholms omgivningar. Hennes tunna och enkla klänning var vid denna tid högsta mode och avsedd att ge associationer till den av samtiden mycket beundrade romerska och grekiska skulpturkonsten. Därigenom förenas i målningen två av tidens viktiga kulturella strömningar – fascinationen för den klassiska antiken och det nya intresset för naturen.","Teresa Vandoni, italiensk sångerska vid Kungl. Operan i Stockholm","Carl Fredrik von Breda","Olja på duk","Mått 178 x 150 cm","NM 1429",1797,18432
"Porträtt,holländsk,man",1640,,Lutspelerska,"Ferdinand Bol","Olja på duk","Mått 100 x 82 cm","NM 1430",1654,18433
"Scen,svensk,man",1880,"I sägnen om den danske kungen Valdemar Atterdags brandskattning av Visby berättas hur danskarna ställde stadens borgare inför ett ultimatum; fyll tre öltunnor med silver eller se er stad brinna! Handelsstadens köpmän ska ha lyckas fylla danskarnas tunnor på mindre än en dag.   Hellqvist blandar verklighets¬troget måleri och historiskt korrekta detaljer med fantasi, anakronismer och effektfulla iscensättningar. Mitt i bild står hjälten, med knuten näve och en argsint blick som riktas mot förövaren och inkräktaren kungen Valdemar. Det goda står mot det onda. Hellqvist har strävat efter att skapa känslan av att vi betraktar verkligheten, att vi är närvarande. Han använder dramatik och effekter för att fånga vår uppmärksamhet.   Vid en av tunnorna dyker en anakronistisk detalj upp: en tax. Taxen kom till Sverige först på 1600-talet. Mannen längst till höger i bild bär en hatt som judiska män tvingades bära under medeltiden. Men första gången ett judiskt namn förekommer i svenska dokument är på 1500-talet. Rid¬darnas rustningar höjer också en del frågetecken kring historisk korrekthet.   Målningen förekommer ofta i svenska skolböcker.","Valdemar Atterdag brandskattar Visby 1361","Carl Gustaf Hellqvist","Olja på duk","Mått 200 x 330 cm","NM 1431",1882,18434
"Religion/Mytologi,nederländsk,man",1620,,"Tidens spegel","Cornelis Cornelisz. van Harlem","Olja på koppar","Mått 29 x 37,7 x 0,1 cm","NM 1433",1628,18436
"Landskap,norsk,man",1880,,"Januaridag i Norge","Frits Thaulow","Olja på duk","Mått 85 x 133 cm","NM 1434",1892,18437
"Landskap,svensk,man",1880,,"Utsikt över Kattegatt. Motstycke till NM 1435","Berndt Lindholm","Olja på duk","Mått 71 x 48 cm","NM 1436",1890,18439
"Djur,svensk,man",1880,,"Samer tillvaratar skjutna renar","Johan Tirén","Olja på duk","Mått 150 x 241 cm","NM 1437",1892,18440
"Porträtt,svensk,kvinna",1880,,"Grosshandlare Johan Henrik Scharp","Hildegard Norberg","Olja på duk","Mått 74 x 62 cm","NM 1444",1892,18447
"Religion/Mytologi,flamländsk,nederländsk",1520,,"Den heliga familjen med Johannesbarnet","Okänd (Konstnär), Okänd (Tidigare attribution)","Olja på trä","Mått 109 x 77 cm","NM 1446",1526,18449
"Landskap,norsk,man",1880,,"Strand vid Filey i grevskapet York, England","Carl Wilhelm Bøckmann Baarth","Olja på duk","Mått 116 x 170 cm","NM 1447",1891,18450
"Landskap,svensk,man",1880,,"Vintermorgon efter snöfall i Dalarna","Anshelm Schultzberg","Olja på duk","Mått 180 x 236 cm","NM 1452",1893,18455
"Djur,svensk,man",1880,,Älgfamilj,"Axel Borg","Olja på duk","Mått 62 x 93 cm","NM 1453",1893,18456
"Landskap,dansk,man",1880,,"Bokar på kyrkbacken i Dagsås, Halland","Niels Skovgaard","Olja på duk","Mått 61 x 75 cm","NM 1457",1891,18460
"Porträtt,finsk,man",1880,,"Författaren Viktor Rydberg","Albert Edelfelt","Olja på duk","Mått 99 x 107 cm","NM 1458",1892,18461
"Porträtt,svensk,man",1880,,"Konstnären Allan Österlind","Ernst Josephson","Olja på duk","Mått 119 x 86 cm","NM 1459",1880,18462
"Porträtt,italiensk,man,italiensk,italiensk,man",1600,"Se beskrivning i engelska versionen","Ung kvinna","Michelangelo Merisi da Caravaggio (Konstnär), Okänd (Tidigare attribution), Guido Reni (Tidigare attribution)","Olja på trä","Mått 42 cm","NM 146",1600,17095
"Porträtt,svensk,man",1780,,"Fru Ahlgren, maka till rådman Ahlgren i Arboga","Per Krafft d.ä.","Olja på duk. Oval","Mått 54 x 45 cm","NM 1463",1788,18466
"Porträtt,svensk,man",1760,,"Fru Kristina Magdalena Wargentin","Lorens Pasch d.y.","Olja på duk","Mått 77 x 64 cm","NM 1468",1769,18471
"Porträtt,italiensk,man,italiensk,italiensk,man",1600,"Se beskrivning i engelska versionen","Porträtt av en ung man","Michelangelo Merisi da Caravaggio (Konstnär), Okänd (Tidigare attribution), Guido Reni (Tidigare attribution)","Olja på trä","Mått 42 cm","NM 147",1600,17096
"Barn,svensk,kvinna",1880,,"Modersglädje. Konstnären Jacob Kulles maka","Hildegard Thorell","Olja på duk","Mått 79,5 x 68,5 cm","NM 1471",1894,18474
"Landskap,svensk,man",1880,"Träden och molnen reflekteras i vattnets spegelblanka yta. Utsikten över sjön är fångad i det klara ljuset en typisk och stilla svensk högsommardag. Arborelius utförde målningen 1893 och året därpå inköptes den till Nationalmuseum. Den har sedan dess varit en av museets mest omtyckta målningar. Till dess berömmelse bidrar att den 1935 blev utnämnd till ”Sverigetavlan” av Svenska turistföreningen. Målningen är också det verk i museets samling som kopierats flest gånger av besökande konstnärer och konststuderanden.","Utsikt över en sjö vid Engelsberg i Västmanland","Olof Arborelius","Olja på duk","Mått 81 x 120 cm","NM 1472",1893,18475
